6106614154,Ride,2021-10-13
6096763992,Ride,2021-10-11
6088420723,Ride,2021-10-09
6059965880,Hike,2021-10-03
6024762163,Walk,2021-09-26
5988087871,Hike,2021-09-19
5650207022,Hike,2021-07-18
5643050617,Hike,2021-07-17
5638777106,Hike,2021-07-16
5540826795,Walk,2021-06-27
5522410791,Hike,2021-06-24
5521672369,Hike,2021-06-24
5404062974,Walk,2021-06-02
5235229766,Ride,2021-05-03
5092447512,Hike,2021-04-08
4399069467,Hike,2020-11-27
3882803992,Ride,2020-08-08
3752094325,Walk,2020-07-12
3679898861,Hike,2020-06-27
3645353946,Hike,2020-06-20
3608111650,Ride,2020-06-13
3527834148,Ride,2020-05-28
3511190937,Hike,2020-05-25
3490489120,Ride,2020-05-21
3251429047,Ride,2020-04-03
3225011026,Ride,2020-03-27
3211420626,Ride,2020-03-23
3176005746,Ride,2020-03-11
3163278183,Hike,2020-03-07
3157871582,Ride,2020-03-05
3099769748,Hike,2020-02-14
3022790819,Hike,2020-01-18
3018855452,Ride,2020-01-17
3022546153,Hike,2020-01-11
2911884949,Ride,2019-12-04
2853059000,Ride,2019-11-09
2841603355,Ride,2019-11-04
2850182832,Ride,2019-11-02
2833859049,Ride,2019-11-01
2794805125,Walk,2019-10-16
2794550030,Ride,2019-10-16
2565865506,Hike,2019-07-26
2503496435,Ride,2019-07-04
2490557551,Hike,2019-06-29
2483710527,Hike,2019-06-26
2445922832,Hike,2019-06-12
2421550596,Hike,2019-06-03
2412731123,Ride,2019-05-31
2293107417,Ride,2019-04-15
2240987812,Ride,2019-03-25
1980868237,Walk,2018-11-23
1962451770,Ride,2018-11-12
1817029063,Hike,2018-09-03
1810553355,Ride,2018-08-31
1796230847,Ride,2018-08-25
1780735543,Ride,2018-08-18
1762575621,Ride,2018-08-10
1753958274,Ride,2018-08-06
1737653612,Ride,2018-07-30
1726801491,Ride,2018-07-25
1717307703,Ride,2018-07-21
1710662089,Ride,2018-07-18
1699603155,Ride,2018-07-13
1695584798,Ride,2018-07-11
1684598890,Ride,2018-07-06
1680463957,Ride,2018-07-04
1665597870,Ride,2018-06-27
1662231057,Ride,2018-06-25
1656840116,Ride,2018-06-23
1654702837,Ride,2018-06-22
1650516099,Ride,2018-06-20
1642528473,Hike,2018-06-16
1639939643,Ride,2018-06-15
1635917957,Ride,2018-06-13
1636650165,Ride,2018-06-09
1636658711,Ride,2018-06-06
1636662326,Ride,2018-06-04
1636665568,Ride,2018-06-01
1636666681,Ride,2018-05-30
1636667965,Ride,2018-05-28
1636671461,Ride,2018-05-19
1636672467,Ride,2018-05-16
1636674682,Ride,2018-05-04
1636675917,Ride,2018-04-09
1636677436,Ride,2018-03-30
1636678969,Ride,2018-03-24
1636680294,Ride,2018-03-23
1636690665,Ride,2017-11-24
1636691972,Ride,2017-08-17
1636701018,Ride,2017-08-15
1636702250,Ride,2017-08-08
1636709902,Ride,2017-07-03
1636705251,Ride,2017-06-30
1636711164,Ride,2017-06-29
1636712033,Ride,2017-06-27
1636713845,Ride,2017-06-23
1636712764,Ride,2017-06-23
1636715172,Ride,2017-06-21
1636714447,Ride,2017-06-21
1636716671,Ride,2017-06-19
1636715921,Ride,2017-06-19
1636717370,Ride,2017-06-17
1636719549,Ride,2017-06-12
1636718941,Ride,2017-06-12
1636721716,Ride,2017-06-09
1636721094,Ride,2017-06-09
1636720286,Ride,2017-06-09
1636722210,Ride,2017-05-03
1636723244,Ride,2017-04-19
1636722856,Ride,2017-04-19
1636724765,Ride,2017-04-14
1636724129,Ride,2017-04-14
1636725455,Ride,2017-04-13
1636727234,Ride,2016-09-07
1636727964,Ride,2016-07-23
1636728974,Ride,2016-07-09
1636731732,Ride,2016-07-08
1636730901,Ride,2016-07-08
1636732893,Ride,2016-07-06
1636732270,Ride,2016-07-06
1636733759,Ride,2016-07-04
1636738627,Ride,2016-06-17
1636735756,Ride,2016-06-17
1636739917,Ride,2016-06-11
1636743345,Ride,2016-05-18
1636742782,Ride,2016-05-18
1636743807,Ride,2016-05-02
1636757758,Ride,2016-04-29
1636757123,Ride,2016-04-29
1636758522,Ride,2015-10-10
1636759103,Ride,2015-10-03
1636760315,Ride,2015-09-26
1636761065,Ride,2015-09-19
1636762822,Ride,2015-08-22
1636763534,Ride,2015-07-04
1636764987,Ride,2015-07-01
1636764273,Ride,2015-07-01
1636767276,Ride,2015-06-27
1636771366,Ride,2015-04-29
1636770719,Ride,2015-04-29
1636776451,Ride,2015-04-28
1636771912,Ride,2015-04-28
1636777356,Ride,2015-04-27
1636778837,Ride,2015-04-23
1636778253,Ride,2015-04-23
1636779764,Ride,2015-04-21
1636779267,Ride,2015-04-21
1636780350,Ride,2014-09-01
1636781922,Ride,2014-08-07
1636780898,Ride,2014-08-07
1636782894,Ride,2014-07-02
1636782470,Ride,2014-07-02
1636783876,Ride,2014-07-01
1636783462,Ride,2014-07-01
1636784394,Ride,2014-06-28
1636785520,Ride,2014-06-27
1636784973,Ride,2014-06-27
1636787726,Ride,2014-06-24
1636786077,Ride,2014-06-24
1636788706,Ride,2014-06-23
1636788193,Ride,2014-06-23
1636789723,Ride,2014-06-20
1636789168,Ride,2014-06-20
1636790748,Ride,2014-06-16
1636790310,Ride,2014-06-16
1636791213,Ride,2014-06-14
1636792061,Ride,2014-06-11
1636791651,Ride,2014-06-11
1636792944,Ride,2014-06-10
1636792490,Ride,2014-06-10
1636793863,Ride,2014-06-09
1636793367,Ride,2014-06-09
1636794899,Ride,2014-06-05
1636794378,Ride,2014-06-05
1636796188,Ride,2014-06-04
1636795606,Ride,2014-06-04
1636798907,Ride,2014-05-30
1636796585,Ride,2014-05-30
1636799446,Ride,2014-05-24
1636799707,Ride,2014-05-17
1636800227,Ride,2013-10-11
1636800806,Ride,2013-09-07
1636801373,Ride,2013-09-02
1636801851,Ride,2013-08-24
1636802389,Ride,2013-08-21
1636802880,Ride,2013-08-17
1636804240,Ride,2013-08-16
1636803733,Ride,2013-08-16
1636804638,Ride,2013-08-15
1636806820,Ride,2013-08-14
1636805106,Ride,2013-08-14
74489565,Ride,2013-08-13
74352871,Ride,2013-08-13
1636807637,Ride,2013-08-12
1636807240,Ride,2013-08-12
1636808259,Ride,2013-08-10
1636809176,Ride,2013-08-09
1636808731,Ride,2013-08-09
1636809883,Ride,2013-08-07
1636809509,Ride,2013-08-07
1636810292,Ride,2013-08-06
1636810731,Ride,2013-08-05
1636811689,Ride,2013-08-03
1636811165,Ride,2013-08-03
1636812412,Ride,2013-08-02
1636812076,Ride,2013-08-02
1636812714,Ride,2013-08-01
1636813743,Ride,2013-07-30
1636813350,Ride,2013-07-30
1636814539,Ride,2013-07-29
1636814162,Ride,2013-07-29
1636815005,Ride,2013-07-27
1636817013,Ride,2013-07-26
1636817966,Ride,2013-07-25
1636817535,Ride,2013-07-25
1636818882,Ride,2013-07-24
1636818404,Ride,2013-07-24
1636819330,Ride,2013-05-04
1636819768,Ride,2012-08-18
1636820427,Ride,2012-07-04
1636821597,Ride,2012-06-11
1636822035,Ride,2011-09-17
1636822454,Ride,2011-09-10
1636822920,Ride,2011-09-05
1636823458,Ride,2011-09-03
1636823854,Ride,2011-08-27
1636825268,Ride,2011-08-20
1636825706,Ride,2011-08-15
1636826212,Ride,2011-08-13
1636826699,Ride,2011-07-09
1636826962,Ride,2011-07-04
1636827487,Ride,2011-07-02
1636827913,Ride,2011-06-25
1636828264,Ride,2011-06-21
1636828677,Ride,2011-06-14
1636829092,Ride,2011-05-10
1636831081,Ride,2011-05-02
1636832223,Ride,2011-04-25
1636832747,Ride,2011-04-22
1636833188,Ride,2011-04-16
1636833725,Ride,2011-04-02
